"ANO";"NIVEL";"CODMUNRES";"TO";"TORC";"TORCR";"TO_NN";"TO_N";"TO_CB_I";"TO_CB_N";"TO_CB_C";"TO_CB_R";"TO_CB_O";"TO_M";"TO_F";"TO_F_IF";"TO_FT";"TO_NT";"TO_NT_P";"TO_NT_T";"TO_PNT";"TONT_B";"TONT_PT";"TONT_A";"TONT_PD";"TONT_I";"TO_MT";"TO_MT_DG";"TO_MT_PT";"TO_MT_AB";"TO_MT_42";"TO_MT_43";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_ES";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_EM";"TO_MT_P_ESI";"TO_MT_P_ESC"
2016;"UF";"354085";17;0;NA;0;17;0;1;6;2;8;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354090";93;4;NA;8;85;4;20;24;9;28;51;42;8;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354100";2203;193;NA;144;2059;92;410;782;232;543;1183;1020;104;0;42;26;16;18;24;1;0;13;0;8;1;2;0;2;3;5;4;0;0;1;2;1;0
2016;"UF";"354105";25;1;NA;3;22;2;5;5;2;8;11;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354110";29;1;NA;3;26;2;5;7;4;8;20;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354120";123;3;NA;8;115;3;17;41;13;41;65;58;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354130";351;17;NA;26;325;5;57;100;54;109;181;170;14;0;4;4;0;0;4;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"354140";1764;80;NA;152;1612;86;325;459;280;462;996;768;46;0;31;21;10;9;21;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354150";342;19;NA;21;321;6;66;85;50;114;193;149;13;0;3;3;0;0;2;0;0;0;0;2;0;0;0;1;1;1;1;0;0;0;1;0;0
2016;"UF";"354160";293;5;NA;14;279;7;39;72;33;128;164;129;7;0;3;2;1;3;2;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0
2016;"UF";"354165";21;0;NA;2;19;0;3;6;1;9;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354170";83;1;NA;5;78;1;19;23;7;28;45;38;6;0;3;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354180";22;1;NA;2;20;0;3;6;3;8;14;8;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354190";72;7;NA;3;69;3;12;24;6;24;36;36;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354200";52;5;NA;1;51;3;8;17;9;14;24;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354210";65;6;NA;3;62;4;14;10;10;24;35;30;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354220";278;9;NA;17;261;10;40;87;41;83;145;133;16;0;4;1;3;5;4;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0
2016;"UF";"354230";33;0;NA;3;30;2;3;13;7;5;15;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354240";161;7;NA;15;146;2;37;43;22;42;95;66;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354250";53;3;NA;3;50;1;10;10;4;25;25;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354260";377;45;NA;26;351;12;69;122;54;94;206;171;22;0;8;4;4;2;6;0;0;2;0;2;1;0;0;1;0;2;1;0;0;2;0;0;0
2016;"UF";"354270";33;0;NA;7;26;0;2;5;8;11;22;11;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354280";32;2;NA;2;30;0;4;17;2;7;16;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354290";86;8;NA;6;80;5;15;25;12;23;43;43;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354300";112;3;NA;6;106;2;17;40;17;30;71;41;4;0;2;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354310";31;0;NA;2;29;1;6;12;2;8;19;12;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354320";37;0;NA;3;34;1;7;8;8;10;22;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354323";20;0;NA;0;20;1;3;4;3;9;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354325";53;5;NA;4;49;1;13;16;8;11;27;26;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354330";768;50;NA;61;707;27;132;270;109;169;407;361;47;0;9;7;2;4;8;0;0;1;0;4;0;0;0;3;1;3;3;0;0;1;2;0;0
2016;"UF";"354340";4450;137;NA;482;3968;172;950;1331;402;1113;2383;2066;194;0;56;47;9;25;41;2;0;10;0;8;3;0;0;4;1;7;7;0;1;2;1;0;2
2016;"UF";"354350";63;5;NA;7;56;0;9;19;9;19;36;27;3;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354360";34;1;NA;2;32;3;2;8;4;15;21;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354370";73;3;NA;2;71;2;17;20;11;21;48;25;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354380";92;4;NA;8;84;4;21;25;12;22;63;29;4;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354390";1524;130;NA;99;1425;72;247;442;227;437;821;702;48;0;22;17;5;5;21;0;0;1;0;3;1;0;0;0;2;1;0;0;0;0;0;0;1
2016;"UF";"354400";177;14;NA;13;164;9;30;35;30;60;96;81;3;0;2;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354410";258;17;NA;21;237;7;48;100;30;52;148;110;18;0;3;3;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354420";75;6;NA;4;71;4;7;17;9;34;45;30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354425";119;12;NA;12;107;2;23;36;12;34;66;53;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354430";67;1;NA;6;61;5;14;17;9;16;37;30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354440";19;0;NA;4;15;1;3;3;2;6;14;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354450";30;4;NA;1;29;1;2;6;6;14;20;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354460";60;4;NA;3;57;0;11;17;12;17;37;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354470";24;0;NA;4;20;0;5;5;4;6;10;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354480";43;5;NA;3;40;1;12;11;5;11;24;19;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"354490";72;4;NA;5;67;1;11;24;7;24;41;31;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354500";123;11;NA;10;113;3;14;50;13;33;82;41;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354510";28;1;NA;1;27;0;6;9;2;10;16;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354515";58;4;NA;5;53;1;15;15;9;13;32;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354520";718;26;NA;62;656;32;133;157;114;220;387;331;30;0;7;6;1;8;7;0;0;0;0;2;0;0;0;2;0;2;2;0;0;0;2;0;0
2016;"UF";"354530";321;10;NA;23;298;11;44;77;42;124;177;144;15;0;8;6;2;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354540";76;3;NA;9;67;2;10;22;6;27;42;34;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354550";21;0;NA;2;19;2;0;5;4;8;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354560";119;3;NA;8;111;3;18;36;18;36;57;62;6;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354570";60;0;NA;2;58;1;9;21;8;19;32;28;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354580";1159;64;NA;74;1085;45;213;298;117;412;618;541;40;0;12;8;4;12;8;1;0;1;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0
2016;"UF";"354600";115;2;NA;5;110;5;27;24;17;37;67;48;2;0;3;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354610";23;1;NA;1;22;0;2;6;3;11;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354620";39;1;NA;2;37;3;6;9;6;13;18;21;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354625";18;0;NA;2;16;0;4;3;2;7;10;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354630";196;5;NA;12;184;9;36;58;17;64;120;76;6;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354640";355;19;NA;18;337;16;73;77;50;121;199;156;12;0;2;2;0;0;1;0;0;0;0;2;1;0;0;1;0;2;1;0;2;0;0;0;0
2016;"UF";"354650";26;2;NA;1;25;2;4;5;8;6;10;16;2;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0
2016;"UF";"354660";281;17;NA;18;263;9;58;52;48;96;157;124;12;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354670";121;15;NA;7;114;1;29;31;15;38;58;63;6;0;3;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354680";378;19;NA;27;351;11;68;142;52;78;218;160;17;0;7;5;2;3;6;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"354690";56;2;NA;3;53;3;10;14;6;20;30;26;1;0;3;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354700";37;4;NA;2;35;2;9;5;3;16;19;18;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354710";23;1;NA;1;22;1;6;3;3;9;9;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354720";20;2;NA;4;16;0;5;5;2;4;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354730";590;52;NA;49;541;19;124;184;80;134;338;252;43;0;11;8;3;9;8;0;0;2;0;3;0;0;0;2;1;2;1;0;0;1;0;0;0
2016;"UF";"354740";25;1;NA;1;24;0;3;9;2;10;7;18;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354750";257;4;NA;12;245;6;47;63;48;81;124;133;7;0;1;0;1;2;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0
2016;"UF";"354760";195;1;NA;9;186;13;35;47;39;52;111;84;6;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354765";9;0;NA;0;9;0;1;4;2;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354770";209;9;NA;11;198;7;34;51;17;89;116;93;7;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0
2016;"UF";"354780";5410;197;NA;419;4991;168;1106;1722;786;1209;2937;2472;201;0;48;27;21;27;32;0;1;12;0;12;2;1;0;8;1;11;11;0;0;2;7;0;0
2016;"UF";"354790";60;3;NA;2;58;2;9;12;12;23;30;30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354800";142;4;NA;11;131;1;22;41;19;48;85;57;6;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354805";48;1;NA;5;43;1;10;12;5;15;30;18;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354810";66;6;NA;3;63;1;14;16;8;24;40;26;3;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354820";42;5;NA;3;39;0;11;11;6;11;22;20;1;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354830";24;0;NA;3;21;1;4;9;3;4;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354840";30;0;NA;3;27;0;3;3;1;20;21;9;0;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354850";4286;204;NA;196;4090;129;896;1444;559;1062;2071;2215;118;0;33;23;10;26;21;2;0;6;0;6;4;0;0;1;1;5;2;0;0;3;0;1;1
2016;"UF";"354860";89;7;NA;3;86;2;11;18;31;24;44;45;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354870";4449;210;NA;346;4103;155;939;1431;646;932;2404;2045;198;0;64;49;15;40;41;2;0;16;0;3;2;0;0;1;0;3;3;0;2;0;1;0;0
2016;"UF";"354880";1543;37;NA;49;1494;59;334;467;274;360;719;824;35;0;9;6;3;4;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354890";1657;24;NA;145;1512;52;344;470;189;457;891;766;58;0;13;10;3;13;12;1;0;0;0;2;0;0;0;1;1;1;1;0;0;1;0;0;0
2016;"UF";"354900";25;0;NA;3;22;0;3;8;4;7;18;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354910";758;45;NA;56;702;26;120;196;117;243;422;336;22;0;8;7;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354920";22;3;NA;3;19;1;5;4;6;3;11;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354925";17;2;NA;1;16;2;5;5;3;1;9;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354930";22;2;NA;1;21;1;2;6;5;7;14;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354940";359;12;NA;22;337;9;74;79;69;106;199;160;10;0;4;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354950";63;1;NA;9;54;2;3;12;12;25;40;23;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354960";28;1;NA;3;25;2;3;6;4;10;18;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354970";461;5;NA;29;432;7;73;144;100;108;245;216;9;0;8;7;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354980";3187;82;NA;261;2926;135;645;912;536;698;1724;1463;125;0;24;16;8;12;23;1;0;0;0;4;1;0;0;3;0;4;3;0;1;0;0;0;1
2016;"UF";"354990";3870;116;NA;362;3508;159;834;999;471;1045;2106;1757;197;0;59;33;26;19;36;2;0;6;0;3;0;0;0;2;1;2;2;0;0;1;0;0;0
2016;"UF";"354995";105;5;NA;13;92;5;18;31;12;26;70;35;6;0;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355000";96;2;NA;2;94;2;18;29;11;34;58;38;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0
2016;"UF";"355010";334;24;NA;29;305;6;48;127;39;85;186;148;16;0;3;3;0;0;3;0;0;0;0;3;3;0;0;0;0;3;1;1;0;2;0;0;0
2016;"UF";"355020";262;13;NA;21;241;5;39;60;28;109;151;111;9;0;9;8;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355030";77466;1988;NA;5195;72271;2796;15522;25138;11030;17785;40438;37019;3473;0;1227;848;379;641;753;40;6;373;0;116;23;2;1;51;39;77;74;1;9;24;29;2;10
2016;"UF";"355040";296;20;NA;21;275;13;52;74;31;105;166;130;11;0;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355050";56;6;NA;8;48;4;13;10;5;16;29;27;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355060";599;25;NA;42;557;22;100;152;80;203;312;287;29;0;9;8;1;8;7;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
2016;"UF";"355070";458;32;NA;83;375;17;82;98;45;133;269;189;35;0;15;10;5;2;9;0;0;5;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
2016;"UF";"355080";91;1;NA;5;86;3;20;18;16;29;58;33;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355090";103;1;NA;6;97;3;23;21;14;36;58;44;2;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0
2016;"UF";"355100";2484;134;NA;193;2291;114;435;919;278;545;1315;1169;127;0;52;30;22;24;33;3;0;14;0;9;2;0;0;6;1;8;6;0;1;1;3;1;1
2016;"UF";"355110";84;0;NA;6;78;3;9;28;16;22;50;34;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355120";48;1;NA;1;47;0;7;24;7;9;27;21;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355130";20;0;NA;3;17;0;5;5;4;3;11;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355140";77;3;NA;7;70;4;21;17;13;15;44;33;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355150";228;5;NA;20;208;8;35;65;37;63;134;94;16;0;3;2;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355160";286;18;NA;18;268;8;54;93;37;76;156;130;9;0;4;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355170";743;24;NA;44;699;27;134;233;101;204;416;327;34;0;12;8;4;4;7;2;0;3;0;2;1;0;0;0;1;1;0;0;1;0;0;0;0
2016;"UF";"355180";119;5;NA;10;109;4;15;28;16;46;72;47;7;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0
2016;"UF";"355190";93;10;NA;4;89;1;15;31;19;23;54;39;6;0;2;1;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
2016;"UF";"355200";56;0;NA;2;54;1;9;14;7;23;33;23;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355210";313;29;NA;19;294;6;78;105;56;49;159;154;8;0;2;2;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0
2016;"UF";"355220";4286;61;NA;344;3942;151;776;1089;639;1287;2288;1998;207;0;65;51;14;27;51;3;0;11;0;12;2;0;1;5;4;8;7;0;0;0;0;0;0
2016;"UF";"355230";68;2;NA;1;67;2;9;31;6;19;37;31;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355240";1365;80;NA;146;1219;54;236;306;187;436;818;547;58;0;18;13;5;10;14;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355250";1813;146;NA;125;1688;59;288;457;208;676;994;819;118;0;50;31;19;18;32;0;0;14;0;11;1;1;0;6;3;8;6;1;0;2;4;0;1
2016;"UF";"355255";20;1;NA;0;20;0;6;9;2;3;13;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355260";101;7;NA;12;89;4;14;23;13;35;60;41;9;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355270";131;6;NA;7;124;7;26;37;15;39;78;53;8;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355280";1515;107;NA;142;1373;47;303;579;164;280;839;675;91;0;25;18;7;16;16;0;0;7;0;3;0;1;0;2;0;3;3;0;1;1;0;0;1
2016;"UF";"355290";50;0;NA;7;43;2;6;10;8;17;30;20;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355300";49;1;NA;5;44;4;6;10;5;19;36;13;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355310";37;5;NA;2;35;0;4;12;8;11;15;22;3;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355320";55;3;NA;4;51;2;9;16;10;14;38;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355330";170;14;NA;9;161;4;25;39;18;75;86;84;11;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355340";192;4;NA;14;178;8;40;51;31;48;116;76;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355350";68;3;NA;11;57;1;8;15;6;27;41;27;1;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355360";109;2;NA;8;101;2;14;31;16;38;57;52;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355365";30;1;NA;2;28;1;4;12;6;5;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355370";421;10;NA;34;387;27;91;109;54;106;228;193;13;0;5;3;2;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355380";195;12;NA;13;182;6;26;36;16;98;110;85;6;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355385";31;1;NA;2;29;1;7;9;6;6;17;14;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355390";54;7;NA;5;49;3;8;18;6;14;26;28;4;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355395";97;7;NA;9;88;1;15;25;21;26;54;43;6;0;2;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355400";949;18;NA;62;887;41;163;280;167;236;536;413;35;0;15;9;6;3;12;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0
2016;"UF";"355410";2063;81;NA;159;1904;87;381;579;344;513;1128;935;89;0;29;20;9;12;28;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"355420";21;2;NA;4;17;0;6;5;0;6;14;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355430";179;11;NA;14;165;7;30;50;19;59;98;81;15;0;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355440";64;3;NA;2;62;1;9;15;11;26;30;34;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355450";315;20;NA;14;301;10;72;90;44;85;161;154;17;0;7;4;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355460";21;0;NA;2;19;1;1;8;2;7;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355465";25;0;NA;3;22;1;5;8;2;6;17;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355470";80;2;NA;3;77;1;21;14;10;31;50;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355475";12;3;NA;3;9;0;2;3;0;4;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355480";238;8;NA;23;215;11;42;59;33;70;125;113;9;0;5;4;1;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
