"ANO";"NIVEL";"CODMUNRES";"TO";"TORC";"TORCR";"TO_NN";"TO_N";"TO_CB_I";"TO_CB_N";"TO_CB_C";"TO_CB_R";"TO_CB_O";"TO_M";"TO_F";"TO_F_IF";"TO_FT";"TO_NT";"TO_NT_P";"TO_NT_T";"TO_PNT";"TONT_B";"TONT_PT";"TONT_A";"TONT_PD";"TONT_I";"TO_MT";"TO_MT_DG";"TO_MT_PT";"TO_MT_AB";"TO_MT_42";"TO_MT_43";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_ES";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_EM";"TO_MT_P_ESI";"TO_MT_P_ESC"
2016;"UF";"351270";17;2;NA;2;15;0;2;5;2;6;9;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351280";358;19;NA;25;333;18;77;89;48;101;203;155;21;0;3;3;0;3;3;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
2016;"UF";"351290";64;7;NA;9;55;3;10;15;10;17;30;34;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351300";1306;69;NA;112;1194;37;223;496;150;288;740;566;70;0;37;31;6;17;19;2;0;14;0;2;0;0;0;1;1;1;1;0;0;0;0;0;1
2016;"UF";"351310";254;7;NA;15;239;9;48;71;48;63;132;122;11;0;6;6;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351320";49;1;NA;1;48;2;10;10;9;17;26;23;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351330";15;1;NA;2;13;0;2;3;3;5;9;6;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0
2016;"UF";"351340";559;29;NA;20;539;39;83;127;66;224;307;252;25;0;7;6;1;0;4;1;0;1;0;2;1;0;0;0;1;1;1;0;0;0;0;0;0
2016;"UF";"351350";689;60;NA;72;617;29;116;251;65;156;393;296;45;0;13;8;5;12;6;0;0;7;0;2;0;0;0;1;1;1;1;0;0;1;0;0;0
2016;"UF";"351360";160;4;NA;21;139;2;18;54;24;41;105;55;4;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351370";238;18;NA;18;220;7;59;78;29;47;141;97;5;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351380";2274;257;NA;190;2084;91;471;759;296;467;1265;1009;155;0;56;39;17;17;31;0;1;19;0;2;0;1;0;0;1;1;0;0;0;1;0;0;0
2016;"UF";"351385";12;0;NA;1;11;0;4;1;2;4;7;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351390";100;11;NA;3;97;2;12;30;21;32;56;44;6;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351400";46;0;NA;3;43;2;8;13;8;12;26;20;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351410";218;9;NA;18;200;6;30;57;34;73;103;115;6;0;4;3;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351420";21;0;NA;1;20;0;4;8;2;6;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351430";72;3;NA;5;67;0;10;25;10;22;45;27;1;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351440";391;27;NA;17;374;15;69;95;56;139;219;171;13;0;3;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351450";125;3;NA;9;116;2;19;34;18;43;69;56;4;0;3;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351460";58;0;NA;5;53;5;13;11;10;14;32;26;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351470";52;3;NA;2;50;0;12;13;8;17;36;16;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"351480";94;3;NA;5;89;3;20;26;8;32;48;46;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351490";75;3;NA;7;68;6;8;14;13;27;45;30;2;0;3;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351492";19;0;NA;0;19;0;4;5;3;7;13;6;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351495";17;0;NA;2;15;0;2;4;1;8;10;7;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351500";1396;90;NA;130;1266;38;208;548;157;315;800;596;90;0;37;23;14;18;23;0;0;12;0;3;1;2;0;0;0;3;3;0;0;0;3;0;0
2016;"UF";"351510";515;10;NA;43;472;14;79;192;63;124;300;215;33;0;9;5;4;5;8;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"351512";26;2;NA;2;24;0;5;6;4;9;13;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351515";77;2;NA;9;68;6;16;17;5;24;45;32;4;0;3;2;1;0;1;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0
2016;"UF";"351518";384;27;NA;27;357;4;58;136;50;109;218;166;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351519";30;2;NA;3;27;2;1;7;6;11;14;16;6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0
2016;"UF";"351520";59;4;NA;5;54;1;11;17;7;18;36;23;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351530";22;1;NA;1;21;3;5;3;2;8;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351535";73;8;NA;7;66;4;9;27;12;14;40;33;6;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351540";160;12;NA;16;144;8;34;37;29;36;86;74;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351550";534;39;NA;37;497;17;99;138;81;162;283;251;21;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351560";56;0;NA;2;54;6;5;19;10;14;32;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351565";8;1;NA;0;8;0;1;3;2;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351570";982;88;NA;70;912;32;156;210;85;429;522;460;73;0;26;14;12;12;12;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351580";17;2;NA;3;14;1;0;8;3;2;8;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351590";30;2;NA;0;30;0;3;13;4;10;15;15;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351600";84;3;NA;4;80;3;10;21;15;31;52;32;1;0;2;2;0;1;0;0;0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
2016;"UF";"351610";24;1;NA;1;23;0;5;8;2;8;18;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351620";2242;65;NA;140;2102;117;407;687;312;579;1201;1040;86;0;33;19;14;19;29;1;0;1;0;2;1;0;0;1;0;2;2;0;0;1;1;0;0
2016;"UF";"351630";893;67;NA;91;802;33;133;335;121;180;536;357;61;0;22;15;7;13;13;1;0;7;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0
2016;"UF";"351640";867;47;NA;79;788;26;145;335;124;158;482;384;37;0;19;14;5;4;10;0;0;7;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1
2016;"UF";"351650";23;0;NA;1;22;0;7;5;4;6;13;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351660";65;7;NA;4;61;1;11;16;10;23;38;27;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"351670";420;20;NA;36;384;4;70;143;54;113;236;184;21;0;2;2;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0
2016;"UF";"351680";36;3;NA;5;31;1;3;11;5;11;23;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351685";33;2;NA;3;30;0;4;8;4;14;24;9;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351690";87;7;NA;9;78;3;14;17;16;28;53;34;0;0;4;2;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351700";91;5;NA;6;85;1;16;20;19;29;48;43;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351710";29;2;NA;4;25;1;4;4;7;9;17;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351720";84;2;NA;4;80;1;13;20;16;30;50;34;3;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351730";35;1;NA;3;32;1;6;8;7;10;22;13;0;0;3;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351740";312;33;NA;21;291;16;48;80;53;94;164;148;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351750";113;4;NA;13;100;6;22;27;18;27;69;44;6;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351760";160;15;NA;15;145;5;19;38;23;60;89;71;4;0;4;2;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351770";135;7;NA;3;132;7;18;27;20;60;64;71;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351780";76;1;NA;3;73;3;19;14;9;28;45;31;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351790";76;5;NA;7;69;3;14;21;14;17;49;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351800";22;3;NA;3;19;1;4;8;1;5;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351810";35;2;NA;4;31;2;4;10;4;11;15;20;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"351820";248;1;NA;12;236;6;40;69;36;85;143;105;10;0;2;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351830";194;15;NA;16;178;4;31;57;23;63;120;74;5;0;3;3;0;0;2;0;0;1;0;3;2;0;0;1;0;3;1;0;0;1;1;0;0
2016;"UF";"351840";1008;22;NA;77;931;36;170;251;127;347;572;436;38;0;13;8;5;6;11;0;0;0;0;3;1;0;0;1;1;2;2;0;0;1;0;0;1
2016;"UF";"351850";84;4;NA;8;76;3;13;30;10;20;45;39;7;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351860";205;10;NA;21;184;10;37;53;22;62;113;92;12;0;3;3;0;2;2;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"351870";2097;118;NA;173;1924;111;359;701;227;526;1209;888;111;0;47;33;14;14;22;2;0;21;0;3;0;0;0;3;0;3;3;0;0;1;1;0;1
2016;"UF";"351880";7738;502;NA;733;7005;217;1429;2585;1157;1617;4287;3447;458;0;159;107;52;96;95;1;0;49;0;23;3;0;1;12;7;16;15;0;1;3;12;0;0
2016;"UF";"351885";55;1;NA;6;49;5;7;11;8;18;38;17;3;0;3;2;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351890";45;1;NA;6;39;0;8;9;6;16;24;21;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351900";74;7;NA;9;65;0;18;26;6;15;44;30;4;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
2016;"UF";"351905";54;1;NA;3;51;0;6;18;13;14;27;27;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351907";1159;78;NA;97;1062;52;199;357;183;271;685;473;55;0;24;18;6;10;19;3;0;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0
2016;"UF";"351910";95;2;NA;8;87;4;10;30;17;26;57;38;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
2016;"UF";"351920";43;4;NA;5;38;2;7;10;5;14;26;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351925";69;4;NA;8;61;1;3;14;8;35;53;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351930";187;10;NA;14;173;6;33;62;29;43;109;78;9;0;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351940";102;7;NA;5;97;1;22;24;22;28;53;49;2;0;2;1;1;0;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0
2016;"UF";"351950";52;3;NA;5;47;2;8;7;5;25;34;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351960";449;49;NA;24;425;20;99;131;63;112;238;211;19;0;9;5;4;3;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351970";557;8;NA;52;505;17;75;107;56;250;337;220;32;0;8;8;0;7;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351980";60;1;NA;3;57;3;10;26;7;11;34;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"351990";56;1;NA;3;53;3;9;13;9;19;37;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352000";178;2;NA;16;162;7;25;44;24;62;104;74;4;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352010";212;14;NA;10;202;9;35;78;25;55;108;104;11;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352020";70;4;NA;8;62;3;12;19;7;21;43;27;6;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"352030";247;20;NA;18;229;13;38;78;27;73;145;102;11;0;3;3;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352040";158;18;NA;20;138;4;43;27;15;49;89;69;16;0;7;5;2;1;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352042";115;5;NA;11;104;2;21;25;12;44;85;30;3;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352044";180;7;NA;17;163;7;26;47;26;57;109;71;6;0;4;3;1;0;2;0;0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
2016;"UF";"352050";1242;111;NA;76;1166;54;260;360;209;283;682;560;43;0;25;19;6;6;20;0;0;5;0;4;1;0;0;2;1;3;2;0;0;1;1;0;1
2016;"UF";"352060";57;0;NA;2;55;0;14;16;9;16;36;21;1;0;3;2;1;0;2;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
2016;"UF";"352070";43;4;NA;6;37;6;6;13;5;7;22;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352080";30;3;NA;2;28;0;6;10;4;8;13;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352090";112;5;NA;6;106;5;25;31;12;33;71;41;6;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352100";156;9;NA;18;138;8;17;36;21;56;84;72;10;0;7;5;2;3;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352110";44;9;NA;8;36;0;8;9;8;11;21;23;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352115";40;0;NA;6;34;1;7;10;8;8;28;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352120";33;4;NA;1;32;1;8;11;3;9;19;14;3;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352130";98;6;NA;9;89;2;10;27;16;34;56;42;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352140";116;11;NA;7;109;4;24;45;9;27;63;53;7;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"352150";58;1;NA;8;50;2;5;14;10;19;30;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352160";81;4;NA;4;77;3;13;20;17;24;43;38;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352170";134;7;NA;10;124;3;17;42;22;40;80;54;5;0;6;6;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352180";189;14;NA;19;170;7;34;53;14;62;115;74;10;0;8;5;3;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352190";152;3;NA;15;137;1;31;50;15;40;92;60;6;0;3;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352200";21;0;NA;1;20;1;3;9;4;3;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352210";839;71;NA;78;761;27;128;308;105;193;463;376;37;0;12;6;6;4;7;0;0;5;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0
2016;"UF";"352215";35;1;NA;1;34;0;4;16;4;10;19;16;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"352220";982;33;NA;95;887;28;172;360;93;234;553;429;57;0;12;8;4;12;7;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352230";1139;22;NA;79;1060;40;177;293;191;359;623;516;44;0;17;11;6;3;11;0;0;3;0;6;2;0;0;2;2;4;4;0;0;2;2;0;0
2016;"UF";"352240";698;35;NA;55;643;22;105;170;127;219;391;307;35;0;20;13;7;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352250";1114;32;NA;108;1006;54;176;422;135;219;659;455;68;0;33;23;10;20;22;0;1;7;0;3;1;0;0;1;1;2;2;0;0;0;2;0;0
2016;"UF";"352260";644;20;NA;60;584;13;111;176;75;209;365;279;20;0;10;8;2;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352265";30;1;NA;3;27;0;6;11;2;8;24;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352270";368;9;NA;25;343;7;52;125;53;106;192;176;7;0;3;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352280";151;9;NA;11;140;5;13;40;28;54;101;50;4;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352290";103;4;NA;5;98;7;15;31;15;30;58;45;5;0;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352300";26;0;NA;4;22;1;4;11;0;6;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352310";1848;176;NA;156;1692;64;243;406;209;770;1077;771;138;0;60;40;20;25;30;3;0;26;0;8;2;4;0;2;0;8;6;1;2;1;3;1;0
2016;"UF";"352320";361;24;NA;21;340;15;50;121;50;104;186;175;8;0;8;5;3;2;6;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
2016;"UF";"352330";91;7;NA;11;80;2;13;29;8;28;55;36;5;0;4;4;0;0;3;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"352340";679;49;NA;44;635;24;118;218;96;179;368;310;30;0;17;13;4;3;12;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0
2016;"UF";"352350";140;5;NA;10;130;5;28;42;19;36;71;69;1;0;3;2;1;3;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0
2016;"UF";"352360";102;3;NA;12;90;4;16;23;17;30;58;44;6;0;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352370";40;0;NA;2;38;2;4;15;2;15;23;17;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352380";59;1;NA;5;54;2;9;10;5;28;38;21;4;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352390";1112;30;NA;91;1021;56;166;254;150;395;619;493;64;0;5;4;1;8;5;0;0;0;0;3;1;1;0;0;1;2;2;0;0;0;0;0;0
2016;"UF";"352400";231;6;NA;15;216;10;37;74;37;58;134;97;5;0;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352410";311;16;NA;23;288;13;53;87;53;82;176;135;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352420";53;5;NA;5;48;3;9;15;8;13;37;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352430";563;9;NA;48;515;15;110;151;91;148;303;260;19;0;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352440";1430;34;NA;132;1298;43;262;295;176;522;790;639;69;0;22;16;6;10;16;0;0;4;0;4;2;0;0;1;1;3;3;0;0;1;1;0;0
2016;"UF";"352450";33;2;NA;2;31;0;6;9;3;13;19;14;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352460";131;9;NA;13;118;5;24;28;16;45;74;57;7;0;5;4;1;2;4;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"352470";302;18;NA;29;273;8;66;83;37;79;178;124;16;0;9;6;3;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352480";402;12;NA;32;370;17;85;89;64;115;239;163;21;0;5;5;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352490";24;0;NA;3;21;0;3;9;3;6;15;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352500";528;31;NA;40;488;22;95;189;61;121;293;235;45;0;7;3;4;6;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352510";291;2;NA;30;261;12;50;66;32;101;159;131;11;0;8;7;1;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352520";202;6;NA;19;183;4;33;74;35;37;117;85;4;0;1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352530";1090;43;NA;78;1012;44;208;187;232;341;575;515;47;0;10;6;4;2;10;0;0;0;0;2;1;0;0;1;0;2;2;0;0;0;2;0;0
2016;"UF";"352540";19;0;NA;3;16;1;1;6;3;5;11;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352550";110;6;NA;12;98;1;21;37;14;25;64;46;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352560";25;2;NA;1;24;1;3;9;2;9;9;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352570";258;7;NA;34;224;7;36;64;48;69;139;119;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352580";47;3;NA;4;43;2;7;15;6;13;30;17;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352585";15;1;NA;0;15;1;2;3;3;6;10;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"352590";2702;112;NA;175;2527;68;612;902;412;533;1447;1255;103;0;33;17;16;12;28;0;0;5;0;3;1;0;0;1;1;2;2;0;0;0;0;1;1
2016;"UF";"352600";187;14;NA;4;183;6;36;45;26;70;110;77;6;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352610";165;13;NA;15;150;7;22;32;21;68;95;70;6;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352620";201;13;NA;19;182;2;31;76;27;46;103;98;15;0;3;2;1;3;2;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"352630";53;2;NA;8;45;2;13;15;5;10;29;24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352640";216;21;NA;15;201;7;44;67;26;57;118;98;12;0;4;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
